ori,months_reported,sex_acts,sex_acts_cleared,sex_acts_juvenile_cleared,servitude,servitude_cleared,servitude_juvenile_cleared
WY02001,12,0,0,0,0,0,0
WY02100,12,0,0,0,0,0,0
WY02101,12,0,0,0,0,0,0
WY02200,12,0,0,0,0,0,0
WY02201,10,0,0,0,0,0,0
WY02300,11,0,0,0,0,0,0
WY02301,12,0,0,0,0,0,0
HI00100,6,0,0,0,0,0,0
HI00200,3,2,0,0,0,0,0
HI00400,6,0,0,0,0,0,0
VI00100,3,0,0,0,0,0,0
