A review of all columns in the database to determine which ones should be
excluded from a small data dump under version control to eliminate risk of
PII exposure.  Most of the "unsafe" columns should also be deleted from the
database itself before the API is made available.

./scrub_private.sql performs the decisions made here.

 safe  |         table_name          |         column_name          |          data_type          | max_length |      column_default       |   tuples    |            table_comment            |                                                                                                                                                                         column_comment
-------+-----------------------------+------------------------------+-----------------------------+------------+---------------------------+-------------+-------------------------------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 - [x] | arson_month                 | arson_month_id               | bigint                      |            |                           |      534408 |                                     |
 - [x] | arson_month                 | agency_id                    | bigint                      |            |                           |      534408 |                                     |
 - [x] | arson_month                 | data_year                    | smallint                    |            |                           |      534408 |                                     |
 - [x] | arson_month                 | month_num                    | smallint                    |            |                           |      534408 |                                     |
 - [x] | arson_month                 | data_home                    | character                   |          1 | 'T'::bpchar               |      534408 |                                     |
 - [x] | arson_month                 | source_flag                  | character                   |          1 |                           |      534408 |                                     | This field indicates the source of the data.  R came into the system as a report, I means the data was derived from NIBRS data.
 - [x] | arson_month                 | reported_flag                | character                   |          1 |                           |      534408 |                                     |
 - [ ] | arson_month                 | ddocname                     | character varying           |        100 |                           |      534408 |                                     |
 - [x] | arson_month                 | month_included_in            | smallint                    |            |                           |      534408 |                                     |
 - [x] | arson_month                 | report_date                  | timestamp without time zone |            |                           |      534408 |                                     |
 - [x] | arson_month                 | prepared_date                | timestamp without time zone |            |                           |      534408 |                                     |
 - [x] | arson_month                 | orig_format                  | character                   |          1 |                           |      534408 |                                     |
 - [x] | arson_month                 | update_flag                  | character                   |          1 |                           |      534408 |                                     |
 - [x] | arson_month                 | did                          | bigint                      |            |                           |      534408 |                                     |
 - [x] | arson_month                 | ff_line_number               | bigint                      |            |                           |      534408 |                                     |
 - [x] | arson_month_by_subcat       | arson_month_id               | bigint                      |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | subcategory_id               | bigint                      |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | reported_count               | integer                     |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | reported_status              | smallint                    |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | unfounded_count              | integer                     |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | unfounded_status             | smallint                    |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | actual_count                 | integer                     |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | actual_status                | smallint                    |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | cleared_count                | integer                     |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | cleared_status               | smallint                    |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | juvenile_cleared_count       | integer                     |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | juvenile_cleared_status      | smallint                    |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | uninhabited_count            | integer                     |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | uninhabited_status           | smallint                    |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | est_damage_value             | bigint                      |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_month_by_subcat       | est_damage_value_status      | smallint                    |            |                           |  6.9473e+06 |                                     |
 - [x] | arson_subcategory           | subcategory_id               | bigint                      |            |                           |          13 |                                     |
 - [x] | arson_subcategory           | subcategory_name             | character varying           |        100 |                           |          13 |                                     |
 - [x] | arson_subcategory           | subcategory_code             | character varying           |         20 |                           |          13 |                                     |
 - [x] | arson_subcategory           | subclass_id                  | integer                     |            |                           |          13 |                                     |
 - [x] | arson_subcategory           | subcat_xml_path              | character varying           |       4000 |                           |          13 |                                     |
 - [x] | arson_subclassification     | subclass_id                  | smallint                    |            |                           |           3 |                                     |
 - [x] | arson_subclassification     | subclass_name                | character varying           |        100 |                           |           3 |                                     |
 - [x] | arson_subclassification     | subclass_code                | character varying           |         20 |                           |           3 |                                     |
 - [x] | arson_subclassification     | subclass_xml_path            | character varying           |       4000 |                           |           3 |                                     |
 - [x] | asr_age_range               | age_range_id                 | bigint                      |            |                           |          52 |                                     |
 - [x] | asr_age_range               | age_range_name               | character varying           |         20 |                           |          52 |                                     |
 - [x] | asr_age_range               | age_range_code               | character varying           |         20 |                           |          52 |                                     |
 - [x] | asr_age_range               | juvenile_flag                | character                   |          1 |                           |          52 |                                     |
 - [x] | asr_age_range               | ff_sort_order                | character varying           |          3 |                           |          52 |                                     |
 - [x] | asr_age_range               | age_sex                      | character varying           |          1 |                           |          52 |                                     |
 - [x] | asr_age_range               | xml_code                     | character varying           |       2001 |                           |          52 |                                     |
 - [x] | asr_age_sex_subcat          | asr_month_id                 | bigint                      |            |                           | 1.19373e+07 |                                     |
 - [x] | asr_age_sex_subcat          | offense_subcat_id            | bigint                      |            |                           | 1.19373e+07 |                                     |
 - [x] | asr_age_sex_subcat          | age_range_id                 | bigint                      |            |                           | 1.19373e+07 |                                     |
 - [x] | asr_age_sex_subcat          | arrest_count                 | integer                     |            |                           | 1.19373e+07 |                                     |
 - [x] | asr_age_sex_subcat          | arrest_status                | smallint                    |            |                           | 1.19373e+07 |                                     |
 - [x] | asr_age_sex_subcat          | active_flag                  | character                   |          1 |                           | 1.19373e+07 |                                     |
 - [x] | asr_age_sex_subcat          | prepared_date                | timestamp without time zone |            |                           | 1.19373e+07 |                                     |
 - [x] | asr_age_sex_subcat          | report_date                  | timestamp without time zone |            |                           | 1.19373e+07 |                                     |
 - [x] | asr_age_sex_subcat          | ff_line_number               | bigint                      |            |                           | 1.19373e+07 |                                     |
 - [x] | asr_ethnicity               | ethnicity_id                 | bigint                      |            |                           |           3 |                                     |
 - [x] | asr_ethnicity               | ethnicity_name               | character varying           |        100 |                           |           3 |                                     |
 - [x] | asr_ethnicity               | ethnicity_code               | character varying           |         20 |                           |           3 |                                     |
 - [x] | asr_ethnicity               | ff_sort_order                | character varying           |          3 |                           |           3 |                                     |
 - [x] | asr_ethnicity_offense       | asr_month_id                 | bigint                      |            |                           |           0 |                                     |
 - [x] | asr_ethnicity_offense       | offense_subcat_id            | bigint                      |            |                           |           0 |                                     |
 - [x] | asr_ethnicity_offense       | ethnicity_id                 | bigint                      |            |                           |           0 |                                     |
 - [x] | asr_ethnicity_offense       | juvenile_flag                | character                   |          1 |                           |           0 |                                     |
 - [x] | asr_ethnicity_offense       | arrest_count                 | integer                     |            |                           |           0 |                                     |
 - [x] | asr_ethnicity_offense       | arrest_status                | smallint                    |            |                           |           0 |                                     |
 - [x] | asr_ethnicity_offense       | prepared_date                | timestamp without time zone |            |                           |           0 |                                     |
 - [x] | asr_ethnicity_offense       | report_date                  | timestamp without time zone |            |                           |           0 |                                     |
 - [x] | asr_ethnicity_offense       | ff_line_number               | bigint                      |            |                           |           0 |                                     |
 - [x] | asr_juvenile_disposition    | asr_month_id                 | bigint                      |            |                           |       41915 |                                     |
 - [x] | asr_juvenile_disposition    | report_date                  | timestamp without time zone |            |                           |       41915 |                                     |
 - [x] | asr_juvenile_disposition    | prepared_date                | timestamp without time zone |            |                           |       41915 |                                     |
 - [x] | asr_juvenile_disposition    | handled_within_dept          | integer                     |            |                           |       41915 |                                     |
 - [x] | asr_juvenile_disposition    | juvenile_court               | integer                     |            |                           |       41915 |                                     |
 - [x] | asr_juvenile_disposition    | welfare_agency               | integer                     |            |                           |       41915 |                                     |
 - [x] | asr_juvenile_disposition    | other_police                 | integer                     |            |                           |       41915 |                                     |
 - [x] | asr_juvenile_disposition    | adult_court                  | integer                     |            |                           |       41915 |                                     |
 - [x] | asr_juvenile_disposition    | ff_line_number               | bigint                      |            |                           |       41915 |                                     |
 - [x] | asr_month                   | asr_month_id                 | bigint                      |            |                           |      336463 |                                     |
 - [x] | asr_month                   | agency_id                    | bigint                      |            |                           |      336463 |                                     |
 - [x] | asr_month                   | data_year                    | smallint                    |            |                           |      336463 |                                     |
 - [x] | asr_month                   | month_num                    | smallint                    |            |                           |      336463 |                                     |
 - [x] | asr_month                   | source_flag                  | character                   |          1 |                           |      336463 |                                     |
 - [x] | asr_month                   | reported_flag                | character                   |          1 |                           |      336463 |                                     |
 - [x] | asr_month                   | orig_format                  | character                   |          1 |                           |      336463 |                                     | This is the format the report was in when it was first submitted to the system.  F for Flat File, W for Web Form, U for IEPDXML Upload, S for IEPDXML Service, B for BPEL, N for null or unavailable, and M for Multiple. When summarizing NIBRS data into the _month tables, a single months data could come from multiple sources.  If so the entry will be M
 - [x] | asr_month                   | update_flag                  | character                   |          1 |                           |      336463 |                                     |
 - [x] | asr_month                   | ff_line_number               | bigint                      |            |                           |      336463 |                                     |
 - [ ] | asr_month                   | ddocname                     | character varying           |        100 | 'NULL'::character varying |      336463 |                                     |
 - [ ] | asr_month                   | did                          | bigint                      |            |                           |      336463 |                                     |
 - [x] | asr_month                   | data_home                    | character                   |          1 | 'T'::bpchar               |      336463 |                                     |
 - [x] | asr_offense                 | offense_id                   | bigint                      |            |                           |          35 |                                     |
 - [x] | asr_offense                 | offense_cat_id               | bigint                      |            |                           |          35 |                                     |
 - [x] | asr_offense                 | offense_name                 | character varying           |        100 |                           |          35 |                                     |
 - [x] | asr_offense                 | offense_code                 | character varying           |         20 |                           |          35 |                                     |
 - [x] | asr_offense                 | total_flag                   | character                   |          1 |                           |          35 |                                     |
 - [x] | asr_offense_category        | offense_cat_id               | bigint                      |            |                           |          30 |                                     |
 - [x] | asr_offense_category        | offense_cat_name             | character varying           |        100 |                           |          30 |                                     |
 - [x] | asr_offense_category        | offense_cat_code             | character varying           |         20 |                           |          30 |                                     |
 - [x] | asr_offense_subcat          | offense_subcat_id            | bigint                      |            |                           |          50 |                                     |
 - [x] | asr_offense_subcat          | offense_id                   | bigint                      |            |                           |          50 |                                     |
 - [x] | asr_offense_subcat          | offense_subcat_name          | character varying           |        100 |                           |          50 |                                     |
 - [x] | asr_offense_subcat          | offense_subcat_code          | character varying           |         20 |                           |          50 |                                     |
 - [x] | asr_offense_subcat          | srs_offense_code             | character                   |          3 |                           |          50 |                                     |
 - [x] | asr_offense_subcat          | master_offense_code          | smallint                    |            |                           |          50 |                                     |
 - [x] | asr_offense_subcat          | total_flag                   | character                   |          1 |                           |          50 |                                     |
 - [x] | asr_offense_subcat          | adult_juv_flag               | character                   |          1 |                           |          50 |                                     |
 - [x] | asr_race_offense_subcat     | asr_month_id                 | bigint                      |            |                           | 4.37763e+06 |                                     |
 - [x] | asr_race_offense_subcat     | offense_subcat_id            | bigint                      |            |                           | 4.37763e+06 |                                     |
 - [x] | asr_race_offense_subcat     | race_id                      | bigint                      |            |                           | 4.37763e+06 |                                     |
 - [x] | asr_race_offense_subcat     | juvenile_flag                | character                   |          1 |                           | 4.37763e+06 |                                     |
 - [x] | asr_race_offense_subcat     | arrest_count                 | integer                     |            |                           | 4.37763e+06 |                                     |
 - [x] | asr_race_offense_subcat     | arrest_status                | smallint                    |            |                           | 4.37763e+06 |                                     |
 - [x] | asr_race_offense_subcat     | active_flag                  | character                   |          1 |                           | 4.37763e+06 |                                     |
 - [x] | asr_race_offense_subcat     | prepared_date                | timestamp without time zone |            |                           | 4.37763e+06 |                                     |
 - [x] | asr_race_offense_subcat     | report_date                  | timestamp without time zone |            |                           | 4.37763e+06 |                                     |
 - [ ] | asr_race_offense_subcat     | ff_line_number               | bigint                      |            |                           | 4.37763e+06 |                                     |
 - [x] | crime_type                  | crime_type_id                | smallint                    |            |                           |           4 |                                     |
 - [x] | crime_type                  | crime_type_name              | character varying           |         50 |                           |           4 |                                     |
 - [x] | crime_type                  | crime_type_sort_order        | smallint                    |            |                           |           4 |                                     |
 - [x] | crime_type                  | crime_flag                   | character                   |          1 |                           |           4 |                                     |
 - [x] | ct_arrestee                 | arrestee_id                  | bigint                      |            |                           |         537 |                                     |
 - [x] | ct_arrestee                 | incident_id                  | bigint                      |            |                           |         537 |                                     |
 - [x] | ct_arrestee                 | age                          | smallint                    |            |                           |         537 |                                     |
 - [x] | ct_arrestee                 | sex_code                     | character                   |          1 |                           |         537 |                                     |
 - [x] | ct_arrestee                 | ethnicity_id                 | smallint                    |            |                           |         537 |                                     |
 - [x] | ct_arrestee                 | race_id                      | smallint                    |            |                           |         537 |                                     |
 - [x] | ct_incident                 | incident_id                  | bigint                      |            |                           |        4052 |                                     |
 - [x] | ct_incident                 | agency_id                    | bigint                      |            |                           |        4052 |                                     |
 - [x] | ct_incident                 | data_year                    | smallint                    |            |                           |        4052 |                                     |
 - [ ] | ct_incident                 | incident_number              | character varying           |         15 |                           |        4052 |                                     |
 - [x] | ct_incident                 | incident_date                | timestamp without time zone |            |                           |        4052 |                                     |
 - [x] | ct_incident                 | source_flag                  | character                   |          1 |                           |        4052 |                                     | This field indicates the source of the data.  R came into the system as a report, I means the data was derived from NIBRS data.
 - [ ] | ct_incident                 | ddocname                     | character varying           |        100 |                           |        4052 |                                     |
 - [x] | ct_incident                 | report_date                  | timestamp without time zone |            |                           |        4052 |                                     |
 - [x] | ct_incident                 | prepared_date                | timestamp without time zone |            |                           |        4052 |                                     |
 - [x] | ct_incident                 | report_date_flag             | character                   |          1 |                           |        4052 |                                     |
 - [x] | ct_incident                 | incident_hour                | smallint                    |            |                           |        4052 |                                     |
 - [x] | ct_incident                 | cleared_except_flag          | character                   |          1 |                           |        4052 |                                     |
 - [x] | ct_incident                 | update_flag                  | character                   |          1 |                           |        4052 |                                     |
 - [x] | ct_incident                 | ct_month_id                  | bigint                      |            |                           |        4052 |                                     |
 - [ ] | ct_incident                 | ff_line_number               | bigint                      |            |                           |        4052 |                                     |
 - [x] | ct_incident                 | data_home                    | character                   |          1 | 'T'::bpchar               |        4052 |                                     |
 - [x] | ct_incident                 | orig_format                  | character                   |          1 |                           |        4052 |                                     |
 - [x] | ct_incident                 | unknown_offender             | character                   |          1 |                           |        4052 |                                     |
 - [ ] | ct_incident                 | did                          | bigint                      |            |                           |        4052 |                                     |
 - [x] | ct_incident                 | nibrs_incident_id            | bigint                      |            |                           |        4052 |                                     |
 - [x] | ct_month                    | ct_month_id                  | bigint                      |            |                           |      534408 |                                     |
 - [x] | ct_month                    | agency_id                    | bigint                      |            |                           |      534408 |                                     |
 - [x] | ct_month                    | month_num                    | smallint                    |            |                           |      534408 |                                     |
 - [x] | ct_month                    | data_year                    | smallint                    |            |                           |      534408 |                                     |
 - [x] | ct_month                    | reported_status              | character varying           |          1 |                           |      534408 |                                     |
 - [x] | ct_month                    | reported_count               | integer                     |            |                           |      534408 |                                     |
 - [x] | ct_month                    | update_flag                  | character                   |          1 | 'Y'::bpchar               |      534408 |                                     |
 - [ ] | ct_month                    | ff_line_number               | bigint                      |            |                           |      534408 |                                     |
 - [ ] | ct_month                    | ddocname                     | character varying           |        100 | 'NULL'::character varying |      534408 |                                     |
 - [ ] | ct_month                    | did                          | bigint                      |            |                           |      534408 |                                     |
 - [x] | ct_month                    | data_home                    | character                   |          1 | 'T'::bpchar               |      534408 |                                     |
 - [x] | ct_month                    | orig_format                  | character                   |          1 |                           |      534408 |                                     |
 - [x] | ct_offender                 | offender_id                  | bigint                      |            |                           |        2690 |                                     |
 - [x] | ct_offender                 | incident_id                  | bigint                      |            |                           |        2690 |                                     |
 - [x] | ct_offender                 | age                          | smallint                    |            |                           |        2690 |                                     |
 - [x] | ct_offender                 | sex_code                     | character                   |          1 |                           |        2690 |                                     |
 - [x] | ct_offender                 | ethnicity_id                 | smallint                    |            |                           |        2690 |                                     |
 - [x] | ct_offender                 | race_id                      | smallint                    |            |                           |        2690 |                                     |
 - [x] | ct_offense                  | offense_id                   | bigint                      |            |                           |        4620 |                                     |
 - [x] | ct_offense                  | incident_id                  | bigint                      |            |                           |        4620 |                                     |
 - [x] | ct_offense                  | offense_type_id              | bigint                      |            |                           |        4620 |                                     |
 - [x] | ct_offense                  | location_id                  | bigint                      |            |                           |        4620 |                                     |
 - [x] | ct_offense                  | ct_offense_flag              | character                   |          1 |                           |        4620 |                                     |
 - [x] | ct_property                 | property_id                  | bigint                      |            |                           |        6374 |                                     |
 - [x] | ct_property                 | prop_desc_id                 | smallint                    |            |                           |        6374 |                                     |
 - [x] | ct_property                 | incident_id                  | bigint                      |            |                           |        6374 |                                     |
 - [x] | ct_property                 | stolen_value                 | bigint                      |            |                           |        6374 |                                     |
 - [x] | ct_property                 | recovered_flag               | character                   |          1 |                           |        6374 |                                     |
 - [x] | ct_property                 | date_recovered               | timestamp without time zone |            |                           |        6374 |                                     |
 - [x] | ct_property                 | recovered_value              | bigint                      |            |                           |        6374 |                                     |
 - [x] | ct_victim                   | incident_id                  | bigint                      |            |                           |        4217 |                                     |
 - [x] | ct_victim                   | victim_type_id               | smallint                    |            |                           |        4217 |                                     |
 - [x] | ct_weapon                   | incident_id                  | bigint                      |            |                           |         137 |                                     |
 - [x] | ct_weapon                   | weapon_id                    | smallint                    |            |                           |         137 |                                     |
 - [x] | ct_weapon                   | ct_weapon_id                 | bigint                      |            |                           |         137 |                                     |
 - [x] | hc_bias_motivation          | offense_id                   | bigint                      |            |                           |       11768 |                                     |
 - [x] | hc_bias_motivation          | bias_id                      | smallint                    |            |                           |       11768 |                                     |
 - [x] | hc_incident                 | incident_id                  | bigint                      |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | agency_id                    | bigint                      |            |                           |       11392 |                                     |
 - [ ] | hc_incident                 | incident_no                  | character varying           |         20 |                           |       11392 |                                     |
 - [x] | hc_incident                 | incident_date                | timestamp without time zone |            |                           |       11392 |                                     |
 - [ ] | hc_incident                 | data_home                    | character                   |          1 |                           |       11392 |                                     |
 - [x] | hc_incident                 | source_flag                  | character                   |          1 |                           |       11392 |                                     | This field indicates the source of the data.  R came into the system as a report, I means the data was derived from NIBRS data.
 - [ ] | hc_incident                 | ddocname                     | character varying           |        100 |                           |       11392 |                                     |
 - [x] | hc_incident                 | report_date                  | timestamp without time zone |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | prepared_date                | timestamp without time zone |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | victim_count                 | smallint                    |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | adult_victim_count           | smallint                    |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | incident_status              | smallint                    |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | juvenile_victim_count        | smallint                    |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | offender_count               | smallint                    |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | adult_offender_count         | smallint                    |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | juvenile_offender_count      | smallint                    |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | offender_race_id             | smallint                    |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | offender_ethnicity_id        | smallint                    |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | update_flag                  | character                   |          1 |                           |       11392 |                                     |
 - [x] | hc_incident                 | hc_quarter_id                | bigint                      |            |                           |       11392 |                                     |
 - [ ] | hc_incident                 | ff_line_number               | bigint                      |            |                           |       11392 |                                     |
 - [ ] | hc_incident                 | orig_format                  | character                   |          1 |                           |       11392 |                                     |
 - [ ] | hc_incident                 | did                          | bigint                      |            |                           |       11392 |                                     |
 - [x] | hc_incident                 | nibrs_incident_id            | bigint                      |            |                           |       11392 |                                     |
 - [x] | hc_offense                  | offense_id                   | bigint                      |            |                           |       11768 |                                     |
 - [x] | hc_offense                  | incident_id                  | bigint                      |            |                           |       11768 |                                     |
 - [x] | hc_offense                  | offense_type_id              | bigint                      |            |                           |       11768 |                                     |
 - [x] | hc_offense                  | victim_count                 | smallint                    |            |                           |       11768 |                                     |
 - [x] | hc_offense                  | location_id                  | bigint                      |            |                           |       11768 |                                     |
 - [x] | hc_offense                  | nibrs_offense_id             | bigint                      |            |                           |       11768 |                                     |
 - [x] | hc_quarter                  | agency_id                    | bigint                      |            |                           |      178128 |                                     |
 - [x] | hc_quarter                  | quarter_num                  | smallint                    |            |                           |      178128 |                                     |
 - [x] | hc_quarter                  | data_year                    | smallint                    |            |                           |      178128 |                                     |
 - [x] | hc_quarter                  | reported_status              | character varying           |          1 |                           |      178128 |                                     |
 - [x] | hc_quarter                  | reported_count               | bigint                      |            |                           |      178128 |                                     |
 - [x] | hc_quarter                  | hc_quarter_id                | bigint                      |            |                           |      178128 |                                     |
 - [x] | hc_quarter                  | update_flag                  | character                   |          1 | 'Y'::bpchar               |      178128 |                                     |
 - [x] | hc_quarter                  | orig_format                  | character                   |          1 |                           |      178128 |                                     |
 - [ ] | hc_quarter                  | ff_line_number               | bigint                      |            |                           |      178128 |                                     |
 - [ ] | hc_quarter                  | ddocname                     | character varying           |        100 |                           |      178128 |                                     |
 - [ ] | hc_quarter                  | did                          | bigint                      |            |                           |      178128 |                                     |
 - [x] | hc_quarter                  | data_home                    | character                   |          1 | 'T'::bpchar               |      178128 |                                     |
 - [x] | hc_victim                   | offense_id                   | bigint                      |            |                           |       11848 |                                     |
 - [x] | hc_victim                   | victim_type_id               | smallint                    |            |                           |       11848 |                                     |
 - [x] | ht_month                    | ht_month_id                  | bigint                      |            |                           |          16 |                                     |
 - [x] | ht_month                    | agency_id                    | bigint                      |            |                           |          16 |                                     |
 - [x] | ht_month                    | data_year                    | smallint                    |            |                           |          16 |                                     |
 - [x] | ht_month                    | month_num                    | smallint                    |            |                           |          16 |                                     |
 - [x] | ht_month                    | data_home                    | character                   |          1 | 'T'::bpchar               |          16 |                                     |
 - [x] | ht_month                    | source_flag                  | character                   |          1 |                           |          16 |                                     | This field indicates the source of the data.  R came into the system as a report, I means the data was derived from NIBRS data.
 - [ ] | ht_month                    | ddocname                     | character varying           |        100 |                           |          16 |                                     |
 - [x] | ht_month                    | report_date                  | timestamp without time zone |            |                           |          16 |                                     |
 - [x] | ht_month                    | prepared_date                | timestamp without time zone |            |                           |          16 |                                     |
 - [ ] | ht_month                    | prepared_by_user             | character varying           |        100 |                           |          16 |                                     |
 - [ ] | ht_month                    | prepared_by_email            | character varying           |        200 |                           |          16 |                                     |
 - [x] | ht_month                    | orig_format                  | character                   |          1 |                           |          16 |                                     |
 - [x] | ht_month                    | total_reported_count         | integer                     |            |                           |          16 |                                     |
 - [x] | ht_month                    | total_unfounded_count        | integer                     |            |                           |          16 |                                     |
 - [x] | ht_month                    | total_actual_count           | integer                     |            |                           |          16 |                                     |
 - [x] | ht_month                    | total_cleared_count          | integer                     |            |                           |          16 |                                     |
 - [x] | ht_month                    | total_juvenile_cleared_count | integer                     |            |                           |          16 |                                     |
 - [x] | ht_month                    | update_flag                  | character                   |          1 |                           |          16 |                                     |
 - [x] | ht_month                    | reported_flag                | character varying           |          1 |                           |          16 |                                     |
 - [ ] | ht_month                    | did                          | bigint                      |            |                           |          16 |                                     |
 - [ ] | ht_month                    | ff_line_number               | bigint                      |            |                           |          16 |                                     |
 - [x] | ht_month_offense_subcat     | ht_month_id                  | bigint                      |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | offense_subcat_id            | bigint                      |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | reported_count               | integer                     |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | reported_status              | smallint                    |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | unfounded_count              | integer                     |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | unfounded_status             | smallint                    |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | actual_count                 | integer                     |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | actual_status                | smallint                    |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | cleared_count                | integer                     |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | cleared_status               | smallint                    |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | juvenile_cleared_count       | integer                     |            |                           |          32 |                                     |
 - [x] | ht_month_offense_subcat     | juvenile_cleared_status      | smallint                    |            |                           |          32 |                                     |
 - [x] | nibrs_activity_type         | activity_type_id             | smallint                    |            |                           |          11 |                                     |
 - [x] | nibrs_activity_type         | activity_type_code           | character                   |          2 |                           |          11 |                                     |
 - [x] | nibrs_activity_type         | activity_type_name           | character varying           |        100 |                           |          11 |                                     |
 - [x] | nibrs_age                   | age_id                       | smallint                    |            |                           |           6 |                                     |
 - [x] | nibrs_age                   | age_code                     | character                   |          2 |                           |           6 |                                     |
 - [x] | nibrs_age                   | age_name                     | character varying           |        100 |                           |           6 |                                     |
 - [x] | nibrs_arrest_type           | arrest_type_id               | smallint                    |            |                           |           3 |                                     |
 - [x] | nibrs_arrest_type           | arrest_type_code             | character                   |          1 |                           |           3 |                                     |
 - [x] | nibrs_arrest_type           | arrest_type_name             | character varying           |        100 |                           |           3 |                                     |
 - [x] | nibrs_arrestee              | arrestee_id                  | bigint                      |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | incident_id                  | bigint                      |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | arrestee_seq_num             | bigint                      |            |                           | 3.23014e+06 |                                     |
 - [ ] | nibrs_arrestee              | arrest_num                   | character varying           |         12 |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | arrest_date                  | timestamp without time zone |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | arrest_type_id               | smallint                    |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | multiple_indicator           | character                   |          1 |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | offense_type_id              | bigint                      |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | age_id                       | smallint                    |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | age_num                      | smallint                    |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | sex_code                     | character                   |          1 |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | race_id                      | smallint                    |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | ethnicity_id                 | smallint                    |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | resident_code                | character                   |          1 |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | under_18_disposition_code    | character                   |          1 |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | clearance_ind                | character                   |          1 |                           | 3.23014e+06 |                                     |
 - [ ] | nibrs_arrestee              | ff_line_number               | bigint                      |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | age_range_low_num            | smallint                    |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee              | age_range_high_num           | smallint                    |            |                           | 3.23014e+06 |                                     |
 - [x] | nibrs_arrestee_weapon       | arrestee_id                  | bigint                      |            |                           | 3.23344e+06 |                                     |
 - [x] | nibrs_arrestee_weapon       | weapon_id                    | smallint                    |            |                           | 3.23344e+06 |                                     |
 - [x] | nibrs_arrestee_weapon       | nibrs_arrestee_weapon_id     | bigint                      |            |                           | 3.23344e+06 |                                     |
 - [x] | nibrs_assignment_type       | assignment_type_id           | smallint                    |            |                           |           7 |                                     |
 - [x] | nibrs_assignment_type       | assignment_type_code         | character                   |          1 |                           |           7 |                                     |
 - [x] | nibrs_assignment_type       | assignment_type_name         | character varying           |        100 |                           |           7 |                                     |
 - [x] | nibrs_bias_list             | bias_id                      | smallint                    |            |                           |          36 |                                     |
 - [x] | nibrs_bias_list             | bias_code                    | character                   |          2 |                           |          36 |                                     |
